"","Height","0.02","0.05","0.25","0.5","0.75","0.95","0.98"
"184",63.3,4.66044116283463,5.0815188681986,6.14083281989895,6.92584111636772,7.7498728539094,9.0023997580876,9.55346280005782
"185",63.4,4.68023452138071,5.10225448533652,6.1635356189229,6.94967114203857,7.77461914267612,9.02807289483167,9.57938226876697
"186",63.5,4.7000138943248,5.12296896086746,6.18619859160646,6.97344724570637,7.79929677339885,9.0536554949227,9.60520187460595
"187",63.6,4.71977694724699,5.14365994813073,6.20881941073958,6.99716715338635,7.82390355701505,9.07914554489513,9.63091969616493
"188",63.7,4.73952131916733,5.16432507616189,6.2313957301507,7.02082857572649,7.84843729250683,9.10454102379676,9.65653380624391
"189",63.8,4.75924527277773,5.18496260962648,6.25392586201836,7.04442989289409,7.87289645580847,9.12984059185489,9.68204295834515
"190",63.9,4.77894879734691,5.20557256703943,6.27640992191249,7.06797131069013,7.89728136104139,9.1550447490158,9.70744774062589
"191",64,4.7986321756281,5.22615526478337,6.29884833093808,7.09145334355425,7.921592632278,9.18015430397883,9.73274904841853
"192",64.1,4.81829569845689,5.24671102729629,6.32124151793359,7.11487651319088,7.94583090016283,9.20517007059719,9.75794778145649
"193",64.2,4.83793966478505,5.26724018710198,6.3435899194964,7.13824134859426,7.96999680194011,9.23009286791559,9.78304484391874
"194",64.3,4.85756438171477,5.28774308484107,6.36589398000897,7.16154838607419,7.99409098148229,9.25492352020899,9.80804114447521
"195",64.4,4.87717016453251,5.30822006930158,6.38815415166442,7.18479816928122,8.01811408931775,9.27966285702027,9.83293759633126
"196",64.5,4.89675733674237,5.32867149744903,6.41037089449178,7.20799124923135,8.04206678265801,9.30431171319719,9.85773511727107
"197",64.6,4.91632623010087,5.34909773445807,6.43254467638282,7.23112818433267,8.06594972542713,9.32887092893185,9.88243462970385
"198",64.7,4.93587718465016,5.36949915374237,6.45467597311711,7.25420954040981,8.08976358828857,9.35334134979702,9.9070370607065
"199",64.8,4.95541054875203,5.38987613698547,6.47676526838806,7.27723589072974,8.11350904867354,9.37772382678421,9.93154334206806
"200",64.9,4.97492667912143,5.41022907417108,6.49881305382841,7.30020781602668,8.13718679080835,9.40201921634029,9.95595441033262
"201",65,4.99442594086113,5.43055836361459,6.52081982903718,7.32312590452893,8.1607975057439,9.42622838040678,9.98027120684498
"202",65.1,5.01390870749439,5.45086441199251,6.54278610160415,7.34599075198266,8.18434189138168,9.45035218645464,10.0044946777914
"203",65.2,5.03337536099988,5.47114763437426,6.5647123871372,7.3688029616791,8.20782065250362,9.47439150752371,10.0286257742452
"204",65.3,5.05282629184446,5.49140845425176,6.58659920928701,7.39156314447863,8.23123450079837,9.49834722225774,10.052665452208
"205",65.4,5.07226189901786,5.51164730357097,6.60844709977409,7.41427191883762,8.25458415489065,9.52222021494294,10.0766146726538
"206",65.5,5.09168259006585,5.53186462276189,6.63025659841406,7.43692991083315,8.27787034036824,9.54601137554366,10.1004744015709
"207",65.6,5.11108878112466,5.55206086076993,6.65202825314448,7.45953775418952,8.30109378981089,9.56972159974023,10.1242456100052
"208",65.7,5.13048089695401,5.57223647508567,6.67376262004981,7.4820960903027,8.32425524281688,9.59335178896385,10.1479292741012
"209",65.8,5.1498593709717,5.59239193177644,6.69546026338857,7.50460556826717,8.34735544603224,9.61690285043467,10.1715263751451
"210",65.9,5.16922464528747,5.61252770551699,6.71712175561943,7.52706684490158,8.37039515317868,9.64037569719808,10.1950378996074
"211",66,5.18857717073617,5.63264427961958,6.73874767742649,7.54948058477346,8.39337512508027,9.66377124815945,10.2184648391826
"212",66.1,5.20791740691269,5.65274214606579,6.76033861774678,7.57184746022644,8.41629612969305,9.68709042812227,10.2418081908329
"213",66.2,5.22724582220507,5.67282180553651,6.7818951737955,7.5941681514049,8.43915894213158,9.71033416782258,10.265068956828
"214",66.3,5.24656289382878,5.69288376744309,6.80341795109262,7.61644334628008,8.46196434469723,9.73350340396523,10.2882481447867
"215",66.4,5.26586910786105,5.71292854995867,6.8249075634897,7.63867374067658,8.48471312690672,9.75659907926046,10.3113467677183
"216",66.5,5.28516495927455,5.7329566800486,6.84636463319573,7.66086003829749,8.50740608551922,9.77962214245854,10.3343658440629
